sku,product_name,product_description,product_in_stock,max_price_ol,product_price,max_price_gretaer_product_price,product_brand
FIF0008,FiftyThree Pencil Pointer iPad Dorado,Bluetooth and digital pointer with multiple strokes for iPad.,0,,59.99,False,FiftyThree
SYN0109,Synology RackStation RS815RP +,4-bay NAS server optimized for intensive and Mac and PC encryption tasks.,0,1319.99,1331.0,False,Synology
SYN0111,Synology RackStation RS815 +,4-bay NAS server optimized for intensive and Mac and PC encryption tasks.,0,943.99,943.99,False,Synology
STA0019,Startech Adapter with Micro Mini-Jack 35mm 2 connectors,Adapter headset jack Mini-4-pin mini-jack 2 3 pin.,0,7.99,9.99,False,Startech
DEV0012,Devolo dLAN 1200+ PLC,PLC Network Adapter Gigabit LAN 1 port.,0,74.9,74.99,False,Devolo
DEV0013,Devolo dLAN Starter Kit 1200+ PLC,Kit 2 PLC network adapters 1-port Gigabit LAN.,1,139.9,139.99,False,Devolo
LIF0061,Lifeproof Fre Case iPhone Waterproof SE / 5s / 5 White,waterproof case and extreme conditions to iPhone SE / 5s / 5.,0,,79.99,False,Lifeproof
FIF0009,FiftyThree Walnut Wood Pencil Pointer iPad,digital pointer with Bluetooth and multiplicity of stroke for iPad.,0,,59.99,False,FiftyThree
PLA0020,Plantronics Backbeat Fit Green Wireless Headphones,Bluetooth sports headset with microphone and waterproof for iPhone iPad and iPod.,0,89.99,129.99,False,Plantronics
FCM0019,FCM Mac Memory 2GB DDR3 1333MHz SO-DIMM,2GB RAM Mac mini iMac (2010/11) and MacBook Pro (2010/11).,0,13.99,14.99,False,FCM
FCM0022,FCM Mac Memory 4GB DDR3 1333MHz SO-DIMM,4GB RAM Mac mini iMac (2010/11) and MacBook Pro (2010/11).,0,43.55,43.55,True,FCM
FCM0025,FCM Mac Memory 2GB 667MHz DDR2 FB-DIMM Mac Pro,2GB Memory RAM for Mac Pro.,0,27.99,29.99,False,FCM
FCM0041,Mac memory DIMM DDR3 2GB 1333MHz FCM,2GB RAM Mac Pro (July 2010).,1,13.99,19.99,False,FCM
LIF0053,Lifeproof Fre Case Waterproof iPad Mini / Retina White,Water resistant protective cover for iPad Mini / Retina.,0,39.99,89.99,False,Lifeproof
LIF0055,Lifeproof nüüd Case Waterproof iPad Mini / Retina White,Water resistant protective cover for iPad Mini / Retina.,0,89.99,109.99,False,Lifeproof
LIF0056,Lifeproof nüüd Case Waterproof iPad Mini / Retina Black,Water resistant protective cover for iPad Mini / Retina.,0,,109.99,False,Lifeproof
IFX0018,iFixit Thirsty Bag Bag absorb water and moisture iPhone / iPod,Draws moisture bag for iPhone and iPod.,0,9.99,9.99,False,iFixit
IFX0024,iFixit Complete kit Display Screen Change 4 Black iPhone,Replacement Kit tools for iPhone 4.,0,49.99,49.99,False,iFixit
IFX0026,iFixit Display Kit Complete change screen iPhone 5 Black,Screen replacement kit including tools and screen for iPhone 5.,1,74.9,74.95,False,iFixit
MOS0159,Moshi iVisorGlass Protector iPhone 6 / 6S Black,Screen saver superfine glass for iPhone 6 / 6S.,0,26.99,29.99,False,Moshi
IKM0044,IK Multimedia iRig guitar adapter 2 iPhone iPad and iPod,Guitar adapter socket for micro iPhone iPad and iPod.,0,39.99,48.79,False,IK Multimedia
IFX0027,"iFixit adhesive strips Kit for iMac 21.5 ""EMC",Kit adhesive strips for iMac 215 inches.,1,26.0,26.0,False,iFixit
IFX0028,"iFixit Kit adhesive strips for iMac 27 ""EMC and EMC 2546",Kit adhesive strips for an iMac 27 inch.,1,19.99,19.99,False,iFixit
ZAG0018,Zagg iPhone keyboard Pocket Book,Cover with folding keyboard for iPhone.,0,66.99,79.99,False,ZaggKeys
SAM0085,"U32D970Q Samsung Monitor 32 ""4K UHD",Monitor LED 32 inches in height and angle adjustable.,0,1181.99,1299.0,False,Samsung
UAG0019,Urban Armor Gear Scout Folio Case Cover iPhone 6 / 6S Black,Protective shock and waterproof case for iPhone 6 and 6s,0,,34.99,False,Urban Armor Gear
UAG0020,Urban Armor Gear Scout Folio Case Cover iPhone 6 Plus Black,Case shock resistant and water for iPhone 6 Plus protective.,0,,34.99,False,Urban Armor Gear
OND0067-A,(Open) Cable mini DisplayPort to HDMI 18m,Cable Mini DisplayPort to HDMI (audio + video).,0,,22.99,False,
DRB0012-A,"(Open) Dr Bott Digital Video Link DVI to Mini DisplayPort iMac 27 """,DVI to Mini DisplayPort Converter for 27-inch iMac.,0,,118.0,False,
FIT0004-A,(Open) Fitbit Aria scale smart black,smart scale with WiFi connection.,0,,119.99,False,Fitbit
SNA0038-A,(Open) Sena Magnet Flipper Case iPhone 5 / 5S black,Funda iPhone 5 / 5S skin with magnetic closure.,0,,59.95,False,Sena
SPE0060-A,"(Open) Speck SeeThru Satin MacBook Pro Retina Case 15 ""Black",Housing MacBook Pro with Retina display 15-inch (June 2012).,0,,49.9,False,Spek SeeThru
OWC0012-A,Open - OWC Mercury Aura Pro SSD 120GB MacBook Air 2008/2009,120GB SSD drive with open MacBook Air 2008/2009 packaging.,0,127.67,175.99,False,OWC
NTE0026-A,Open - NewerTech Mini DisplayPort to HDMI Adapter,Mini DisplayPort to HDMI.,0,7.95,29.99,False,NewerTech
OWC0061-A,Open - OWC Mercury Aura Pro SSD 60GB MacBook Air 2008/2009,60GB SSD for MacBook Air 2008/2009.,0,89.47,126.99,False,OWC
WDT0134-A,"Open - Western Digital Network PC and Mac 2TB NAS 35 ""hard drive",WD hard drive designed for NAS 2TB (WD20EFRX).,0,85.89,99.0,False,Western Digital
WDT0135-A,"Open - Western Digital Network PC and Mac 3TB NAS 35 ""hard drive",Open WD hard drive in perfect condition designed to 3TB NAS (WD30EFRX).,0,110.48,129.0,False,Western Digital
SEA0047-A,"Open - 4TB Seagate Barracuda 35 ""SATA 5900rpm hard drive Mac and PC",internal hard drive with Mac and PC open to 4TB (ST4000DM000) packaging.,0,118.57,132.99,False,Seagate
APP0729-A,Like new - Apple Thunderbolt Cable 0.5m White,Thunderbolt Cable 0.5m for Mac,0,30.15,35.0,False,Apple
OWC0068-A,Open - Mac OWC Memory 8GB 1066MHZ DDR3 SO-DIMM,8GB RAM Mac mini iMac MacBook and MacBook Pro (2009/10).,0,59.55,99.99,False,OWC
WDT0133-A,"(Open) Red Western Digital 1TB NAS PC and Mac 35 ""hard drive",WD hard drive designed for NAS 1TB (WD10EFRX).,0,,77.0,False,Western Digital
THU0013,"Thule Crossover 25L Backpack MacBook Pro 15 ""Black",resistant and waterproof backpack capacity 25 liter bins for MacBook Pro 15-inch iPad and iPhone,1,89.99,99.95,False,Thule
ADO0074,Adobe Premiere Pro CC Update -Edition video-,Software Update Adobe Premiere Pro CC for Mac and PC.,0,289.99,290.25,False,
ADO0075,Adobe Premiere Pro CC -Edition video-,Adobe Premiere Pro CC software for Mac and PC.,0,,435.45,False,
ADO0079,Adobe Dreamweaver CC Update -Design Web-,Adobe Dreamweaver software update for Mac and PC.,0,,290.25,False,
ADO0078,Adobe Dreamweaver CC -Design Web-,Adobe Dreamweaver software for designing web pages for Mac and PC.,0,,435.45,False,
ADO0081,Adobe Illustrator CC -gráficos-,Software Adobe Illustrator CC for Mac and PC.,0,459.99,459.99,True,
ADO0080,Adobe Illustrator CC Update -gráficos-,Software Adobe Illustrator CC for Mac and PC.,0,289.99,290.25,False,
ADO0083,Adobe InDesign CC - design-,Adobe InDesign CC for Mac and PC.,0,459.99,459.99,True,
ADO0082,Adobe InDesign CC Update -diseño-,Adobe InDesign CC for Mac and PC.,0,289.99,290.25,False,
ADO0085,Adobe Photoshop CC -Edition image-,Adobe Photoshop CC software for Mac and PC.,0,,435.45,False,
ADO0084,Adobe Photoshop CC update -Edition image-,CC Adoble Photoshop software for Mac and PC.,0,289.99,290.25,False,
ADO0076,Update Complete Adobe Creative Cloud-everything,Application Pack Adobe Creative Cloud for Mac and PC.,0,,725.85,False,
IFX0005-A,Open - iFixit Macro Bit Kit repair steel parts 97,97 Kit of tools for repair iPhone iPad Mac and PC.,0,,35.99,False,iFixit
LEE0002-A,(Open) Leef iBridge PenDrive 32GB USB 2.0 Black Lightning,PenDrive 32GB USB 2.0 and Lightning for iPhone and iPad.,0,,79.99,False,Leef
OWC0055-A,Open - Mac OWC Memory 4GB 667MHz DDR2 SO-DIMM,4GB RAM Mac mini and iMac (2006/07) and MacBook Pro (2006/07/08).,0,,114.99,False,OWC
TRA0014-A,"(Open) Transcend JetDrive SSD 520 240GB Macbook Air 11 ""and 13"" 2012",SSD Hard Drive 240GB + Tools Macbook Air 11 inches and 13 inches in 2012.,0,,189.0,False,Trascend
SPH0003-A,Open - Nubby Sphero robotic ball Sphero Case Blue,Protective Case for Sphero 2.0,0,7.21,15.99,False,Sphero
TRA0018-A,"Open - Transcend JetDrive SSD 720 480GB Macbook Pro Retina 13 ""2012/2013",Hard Disk SSD 480GB + Tools for Macbook Air 11-inch and 13-inch mid-2012.,0,297.84,437.0,False,Trascend
WDT0182-A,"Open - Western Digital 4TB Green 35 ""5400rpm hard drive Mac and PC",WD Internal Hard Drive Mac and PC 4TB (WD40EZRX).,0,127.38,189.0,False,Western Digital
WIT0014-A,Open - Withings Home HD camera,HD surveillance camera home with 135 degree angle.,0,,199.95,False,Withings
FCM0013-2,Mac memory FCM 4GB (2x2GB) SO-DIMM DDR3 1333MHz,RAM 4GB (2x2GB) Mac mini iMac (2010/11) and MacBook Pro (2010/11).,0,27.99,29.98,False,FCM
FCM0016-2,Mac memory FCM 8GB (2x4GB) SO-DIMM DDR3 1333MHz,8GB RAM iMac (2010/11) Mac mini (2011) and MacBook Pro (2011),0,70.99,78.0,False,FCM
FCM0015-2,FCM Mac Memory 4GB (2x2GB) 800MHz DDR2 FB-DIMM,RAM 4GB (2x2GB) for Mac Pro,0,58.99,102.0,False,FCM
FCM0019-2,FCM Mac Memory 4GB (2x2GB) 667MHz DDR2 FB-DIMM,RAM 4GB (2x2GB) for Mac Pro.,0,54.99,59.98,False,FCM
FCM0034-2,FCM Mac Memory 8GB (2x4GB) 667MHz DDR2 FB-DIMM,RAM 8GB (2x4GB) for Mac Pro.,1,110.99,117.98,False,FCM
FCM0026,FCM Mac Memory 8GB DDR3 1600MHz SO-DIMM,8GB RAM MacBook Pro iMac (2013) and Mac mini (2012).,0,73.99,73.99,True,FCM
FCM0020-2,Mac memory FCM 16GB (2x8GB) SO-DIMM DDR3 1600MHz,RAM 16GB (2x8GB) 135V MacBook Pro iMac (2013) and Mac mini (2012).,0,146.99,146.99,True,FCM
FCM0027,Mac memory DIMM DDR3 1333MHz 8GB FCM,Mac Pro 8GB RAM (July 2010).,0,75.99,75.99,True,FCM
FCM0026-2,FCM Mac Memory 4GB (2x2GB) 1066MHz DDR3 DIMM,RAM 4GB (2x2GB) for Mac Pro (March 2009 July 2010).,0,29.49,39.98,False,FCM
FCM0021-2,Mac FCM memory 16GB (2x8GB) 1333MHz DDR3 DIMM,RAM 16GB (2x8GB) Mac Pro (July 2010).,0,110.99,119.98,False,FCM
FCM0021-4,Mac FCM memory 32GB (4x8GB) 1333MHz DDR3 DIMM,RAM 32GB (4x8GB) Mac Pro (July 2010).,0,200.69,239.96,False,FCM
FCM0028,FCM Mac Memory 4GB DDR3 1600MHz SO-DIMM,4GB RAM MacBook Pro (2012) Mac mini / Server (2012).,0,32.99,32.99,False,FCM
FCM0022-2,Mac memory FCM 8GB (2x4GB) SO-DIMM DDR3 1600MHz,8G RAM (2x4GB) MacBook Pro (2012) Mac mini / Server (2012).,0,64.99,65.98,False,FCM
FCM0020,FCM Mac Memory 1GB 667MHz DDR2 SO-DIMM,1GB RAM Mac mini and iMac (2006/07) MacBook Pro (2006/07/08).,0,11.57,11.57,True,FCM
FCM0014-2,Mac FCM 2GB memory (2x1GB) 667MHz DDR2 SO-DIMM,RAM 2GB (2x1GB) Mac with Intel processor.,0,19.99,21.98,False,FCM
FCM0023,Mac memory DIMM DDR3 1866MHz 8GB FCM,Mac Pro 8GB RAM 2013.,0,69.99,69.99,False,FCM
FCM0017-2,Mac FCM memory 16GB (2x8GB) 1866MHz DDR3 DIMM,RAM 16GB (2x8GB) Mac Pro 2013.,0,138.99,139.98,False,FCM
FCM0017-4,Mac FCM memory 32GB (4x8GB) 1866MHz DDR3 DIMM,RAM 32GB (4x8GB) Mac Pro 2013.,0,222.99,279.96,False,FCM
FCM0029,FCM Mac Memory 1GB 333MHz DDR SO-DIMM,RAM 1GB iBook / Powerbook / iMac G4.,0,24.99,24.99,False,FCM
FCM0031,Mac memory DIMM DDR3 4GB 1333MHz FCM,RAM 4GB Mac Pro (July 2010).,1,30.99,30.99,False,FCM
FCM0025-2,FCM Mac Memory 8GB (2x4GB) 1333MHz DDR3 DIMM,RAM 8GB (2x4GB) Mac Pro (July 2010).,1,59.99,61.98,False,FCM
FCM0025-4,Mac FCM memory 16GB (4x4GB) 1333MHz DDR3 DIMM,RAM 16GB (4x4GB) Mac Pro (July 2010).,0,,123.96,False,FCM
FCM0025-8,Mac FCM memory 32GB (8x4GB) 1333MHz DDR3 DIMM,RAM 32GB (8x4GB) Mac Pro (July 2010).,0,222.29,247.92,False,FCM
FCM0032,Mac memory DIMM DDR3 2GB 1066MHz FCM,2GB Memory Mac Pro (March 2009 julio2010).,0,18.99,19.99,False,FCM
FCM0034,Mac memory DIMM DDR2 2GB 533MHz FCM,2GB RAM iMac G5 / PowerMac G5.,0,29.99,31.99,False,FCM
FCM0035,Mac Memory DIMM 1GB DDR2 533MHz FCM,RAM 1GB iMac G5 / PowerMac G5.,0,,17.88,False,FCM
FCM0036,Mac Memory DIMM 1GB DDR 400MHz FCM,RAM 1GB iMac G5 / PowerMac G5.,0,14.99,15.99,False,FCM
FCM0038,Mac memory DIMM 512MB DDR 333MHz FCM,512MB RAM Mac Mini / eMac / PowerMac G4.,0,,13.99,False,FCM
FCM0039,Mac memory DIMM 512MB SDRAM 133MHz FCM,512MB RAM eMac / PowerMac G4.,0,,15.99,False,FCM
NAT0024,Native Union Jump battery Ligtning Cable Gray / Blue,External Battery with USB Cable Lightning-800 mAh for iPhone iPad and iPod.,0,,59.99,False,
BTC0015,Boostcase Hybrid Case & 2000mAh External Battery iPhone 6 Black,Protective housing with built-in iPhone 6 battery.,0,29.99,79.99,False,Boostcase
OWC0059-A,(Open) OWC Aura Pro 6G 480GB SSD for MacBook Pro Retina 2012/13,480GB SSD hard drive for MacBook Pro Retina 2012/13 + tools + external box.,0,,339.99,False,OWC
BOS0019,Bose SoundLink Color Red Speaker,Bluetooth wireless speaker for iPhone iPad and iPod.,0,,139.0,False,Bose
BOS0016,Bose Headphones White Quietcomfort 25,Noise-canceling headphones for iPhone iPad and iPod.,0,,299.0,False,Bose
BOS0012,AE SoundTrue Bose Headphones White,lightweight and durable headphones for iPhone iPad and iPod.,0,,180.0,False,Bose
BOS0015,Bose QuietComfort 25 Headphones Black,Noise-canceling headphones for iPhone iPad and iPod.,0,259.78,329.0,False,Bose
BOS0017,Bose SoundLink Color White Speaker,Bluetooth wireless speaker for iPhone iPad and iPod.,0,109.0,139.0,False,Bose
BOS0018,Bose SoundLink Color Black Speaker,Bluetooth wireless speaker for iPhone iPad and iPod.,0,102.46,139.0,False,Bose
JAW0034,Jawbone UP Move Activity Monitor Black,Intelligent monitor activity and sleep for iPhone iPad and iPod.,0,,49.99,False,Jawbone
JAW0035,Jawbone UP Move Activity Monitor Blue,Activity monitor and smart sleep sleep for iPhone iPad and iPod.,0,,49.99,False,Jawbone
JAW0036,Jawbone UP Move Activity Monitor PÌ¼rpura,Intelligent monitor activity and sleep for iPhone iPad and iPod.,0,,49.99,False,Jawbone
JAW0037,Jawbone UP Move Pack 3 bracelets Thick White / PÌ¼rpura / Black,Pack 3 Move UP bracelets.,0,,29.99,False,Jawbone
SNS0014,Sonos Connect: AMP amplification Player area,Power amplifier with 55W per channel to speakers.,0,579.0,579.0,False,Sonos
SNS0020,Sonos Play 1 Bluetooth Speaker White,Wireless Speaker for iPhone iPad and iPod.,0,229.0,229.0,True,Sonos
SNS0019,Sonos Play 1 Bluetooth Speaker Black,Wireless Speaker for iPhone iPad and iPod.,1,229.0,229.0,True,Sonos
SNS0021,Sonos Play 3 Speaker Black,Wireless Speaker for iPhone iPad and iPod.,0,349.0,349.0,True,Sonos
SNS0022,Sonos Play 3 Speaker White,Wireless Speaker for iPhone iPad and iPod.,1,349.0,349.0,True,Sonos
TUC0205,"Tucano MacBook Pro Backpack Livello Up / Retina 15 ""Blue",Backpack with anti-shock MacBook Pro / Retina 15-inch system.,0,46.99,59.99,False,Tucano
TUC0203,"Tucano MacBook Pro Backpack Livello Up / Retina 15 ""Red",Backpack with anti-shock MacBook Pro / Retina 15-inch system.,0,46.99,59.99,False,Tucano
TUC0204,"Tucano MacBook Pro Backpack Livello Up / Retina 15 ""Black",Backpack with anti-shock MacBook Pro / Retina 15-inch system.,0,46.99,59.99,False,Tucano
SNS0015,Connect Sonos Zone Player,Music player and receiver to manage music from your home.,1,399.0,399.0,False,Sonos
SNS0016,Sonos SUB Wireless Subwoofer Black,Wireless subwoofer speaker with high fidelity sound rich and powerful.,1,799.0,799.0,False,Sonos
JBL0096,GO JBL Bluetooth Portable Speaker Black,Compact Bluetooth Handsfree for iPhone iPad and iPod speaker.,0,27.99,29.99,False,JBL
JBL0097,JBL GO Bluetooth Speaker Blue,Compact Bluetooth Handsfree for iPhone iPad and iPod speaker.,1,27.99,29.99,False,JBL
JBL0098,Bluetooth Speaker JBL GO Rosa,Compact Bluetooth Handsfree for iPhone iPad and iPod speaker.,1,27.99,29.99,False,JBL
JBL0101,JBL GO Bluetooth Speaker Amarillo,Compact Bluetooth Handsfree for iPhone iPad and iPod speaker.,1,27.99,29.99,False,JBL
APP1003,"Apple MacBook Pro Retina 15 ""i7 22 Ghz | RAM 16GB | 512GB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 512GB 22GHz (MJLQ2Y / A).,0,2419.99,2489.0,False,Apple
SNS0018,Sonos Boost Router,Accessory to create a unique wireless network Sonos speakers.,0,119.0,119.0,False,Sonos
APP0995,"Apple MacBook Pro Retina 15 ""i7 22 Ghz | RAM 16GB | 256GB PCIe SSD",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 256GB 22GHz (MJLQ2Y / A).,1,2185.99,2255.59,False,Apple
APP0996,"Apple MacBook Pro Retina 15 ""i7 25 Ghz | RAM 16GB | 512GB Flash | AMD Radeon R9 M370X 2GB",MacBook Pro Retina 15 inch screen i7 25Ghz RAM 16GB 512GB graphical AMD Radeon R9 M370X 2 GB (MJLT2Y / A).,0,,2799.0,False,Apple
APP0990-A,"(Open) Apple MacBook Pro Retina 15 ""i7 25 Ghz | RAM 16GB | 512GB Flash",MacBook Pro Retina 15 inch screen i7 25Ghz RAM 16GB 512GB graphical AMD Radeon R9 M370X 2 GB (MJLT2Y / A).,0,,2799.0,False,Apple
APP1004,"Apple MacBook Pro Retina 15 ""i7 22GHz | 16GB RAM | 1TB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 1TB 22GHz (MJLQ2Y / A).,0,2856.59,2969.0,False,Apple
APP1005,"Apple MacBook Pro Retina 15 ""i7 25 Ghz | RAM 16GB | 256GB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 256GB 25Ghz (MJLQ2Y / A).,0,2280.59,2369.0,False,Apple
APP1006,"Apple MacBook Pro Retina 15 ""i7 25 Ghz | RAM 16GB | 512GB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 512GB 25Ghz (MJLQ2Y / A).,0,2535.99,2609.0,False,Apple
APP1014,Lightning White Apple iPhone Dock,Stand with Lightning Dock Connector and iPhone in White.,0,45.0,45.0,False,Apple
APP1007,"Apple MacBook Pro Retina 15 ""i7 25 Ghz | 16GB RAM | 1TB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 1TB 25Ghz (MJLQ2Y / A).,0,3002.99,3089.0,False,Apple
APP1008,"Apple MacBook Pro Retina 15 ""i7 28 Ghz | RAM 16GB | 256GB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 256GB 28GHz (MJLQ2Y / A).,0,2496.99,2569.0,False,Apple
APP1009,"Apple MacBook Pro Retina 15 ""i7 28 Ghz | RAM 16GB | 512GB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 512GB 28GHz (MJLQ2Y / A).,0,2730.99,2809.0,False,Apple
APP1010,"Apple MacBook Pro Retina 15 ""i7 28 Ghz | 16GB RAM | 1TB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 1TB 28GHz (MJLQ2Y / A).,0,3163.59,3289.0,False,Apple
APP1011,"Apple MacBook Pro Retina 15 ""i7 25 Ghz | 16GB RAM | 1TB Flash",MacBook Pro Retina 15 inch screen i7 25Ghz RAM 16GB 1TB graphical AMD Radeon R9 M370X 2 GB (MJLT2Y / A).,0,2420.0,3399.0,False,Apple
APP1012,"Apple MacBook Pro Retina 15 ""i7 28 Ghz | RAM 16GB | 512GB Flash | AMD Radeon R9 M370X",MacBook Pro Retina 15 inch screen i7 28GHz RAM 16GB 256GB graphical AMD Radeon R9 M370X 2 GB (MJLT2Y / A).,0,,2999.0,False,Apple
APP1013,"Apple MacBook Pro Retina 15 ""i7 28 Ghz | 16GB RAM | 1TB Flash",MacBook Pro Retina 15 inch screen i7 28GHz RAM 16GB 1TB graphical AMD Radeon R9 M370X 2 GB (MJLT2Y / A).,0,,3599.0,False,Apple
LIF0050,LifeProof nüüd Waterproof Case iPhone 6 Blue,Waterproof Case for iPhone 6 Blue.,0,,89.99,False,Lifeproof
IFX0029,"Battery iFixit MacBook Air 13 ""End 2010/2011 / Med 2012",replacement battery for MacBook Air 13-inch Late 2010/2011 / Med 2012.,0,99.99,109.99,False,iFixit
TOS0020,Toshiba Canvio Basic 2TB External Hard Drive USB 3.0 Black,25-inch External Hard Drive 2TB USB 3.0 for Mac and PC.,1,86.79,88.0,False,Toshiba
AST0007,Cleaning Spray pencil-astuce 6ml,Display Cleaner iPhone iPad iPod and Mac spray.,0,,9.99,False,
AST0008,Astuce Spray 20ml cleaner form card,Display Cleaner iPhone iPad iPod and Mac spray.,0,,12.99,False,
OWC0144,OWC Thunderbolt 2 Dock USB3 / FW / HDMI / Audio / Ethernet,Dock with Ethernet connection Thunderbolt ultra fast USB 3.0 HDMI and GigaEthernet for Mac.,1,249.99,300.99,False,OWC
KEN0210,PresentAir Kensington Presenter Pro Bluetooth 4.0 LE,Bluetooth laser pointer.,0,,59.99,False,Jaybird
BOS0024,Bose SoundLink Mini soft cover Gray,Protective cover Mini SoundLink speaker.,0,,24.99,False,Bose
COG0017,Cogito Pop Multifunction Watch Paloma Gray iPhone,Smartwatch via Bluetooth to receive alerts iPhone.,0,,99.99,False,Cogito
DEN0009,Denon Envaya Mini (DSB 100) Black Speaker,Waterproof Wireless Speaker for iPhone iPad and iPod Bluetooth.,0,122.99,129.0,False,
DEN0007,Denon Envaya (DSB 200) Black Speaker,Portable bluetooth speaker for iPhone iPad and iPod.,0,199.0,199.0,False,
DEN0008,Denon Envaya (DSB 200) White Speaker,bluetooth speaker for iPhone iPad and iPod.,0,199.0,199.0,False,
BOS0020,Bose SoundLink Color Blue Speaker,Bluetooth wireless speaker for iPhone iPad and iPod.,0,,139.0,False,Bose
BOS0021,Bose SoundLink Color Speaker Mint,Bluetooth wireless speaker for iPhone iPad and iPod.,0,,139.0,False,Bose
BOS0022,Bose Companion 20 speakers Tabletop,"multimedia speakers with rich, natural sound for Mac.",0,279.99,279.99,False,Bose
BOS0023,Bose Companion 2 Series III Desktop Speakers,"multimedia speakers with spacious, natural sound for Mac.",0,99.0,99.0,False,Bose
DEN0011,Denon Heos 5 Black Speaker,Medium-sized speaker with amazing sound for iPhone iPad iPod and Mac.,0,399.0,399.0,False,
DEN0010,Denon Envaya Mini (DSB 100) White Speaker,Waterproof Wireless Speaker for iPhone iPad and iPod Bluetooth.,0,,129.0,False,
DEN0012,Denon Heos 3 Black Speaker,Small speaker with amazing sound for iPhone iPad iPod and Mac.,0,,299.0,False,
BEZ0212,"Be.ez LA robe Case Graphite MacBook Pro 15 ""(Late 2016) Gray / Red",flexible sheath with full protection for MacBook Pro 15-inch (Late 2016),0,24.99,29.99,False,Be.ez
BEZ0187,"Be.ez LA robe Chic Marine MacBook Air 13 ""/ Pro 13 Blue / Azur",Case adaptable to the form for MacBook Air 13-inch and 13-inch MacBook Pro,0,29.9,34.99,False,Be.ez
BEZ0190,"BE.EZ LA robe sleeve Graphite Macbook Air 13 ""/ Pro 13"" Gray / Blue",Case adaptable to the form for MacBook Air 13-inch and 13-inch Pro.,0,,34.95,False,Be.ez
FIT0028,Fitbit Surge Figured Black Clock,Smartwatch with monitoring activity and sleep and long battery life.,0,,249.95,False,Fitbit
NUD0007,Nude Audio speaker S Move Coral,Compact Portable Bluetooth speaker with 8 hours of battery life.,0,,39.99,False,
NUD0010,Nude Move M Audio Speaker Black,Compact Portable Bluetooth speaker with 8 hours of battery life.,0,,49.99,False,
FIT0029,Fitbit Surge Black Clock Small size,Smartwatch with monitoring activity and sleep and long battery life.,0,229.9,249.95,False,Fitbit
QNA0056,1GB RAM memory QNAP TS-X69 PRO TS-X69L X69U X59 Pro II,1GB memory RAM QNAP NAS.,1,,39.99,False,QNAP
OWC0126,OWC Mercury Extreme Pro SSD 480GB 6GB,SSD 480GB SATA hard drive for Mac and PC III.,0,286.58,338.99,False,OWC
OWC0127,OWC Mercury Extreme Pro SSD 240GB 6GB,SSD 240GB SATA hard drive for Mac and PC III.,0,170.58,217.99,False,OWC
OWC0128,OWC Mercury Extreme Pro SSD 120GB 6GB,SSD 120GB SATA hard drive for Mac and PC III.,0,107.88,114.99,False,OWC
LIF0051,LifeProof nüüd Waterproof Case iPhone 6 Rosa,waterproof and extreme conditions for iPhone 6 case.,0,,89.99,False,Lifeproof
BNQ0034,"GW2765HT Monitor Benq 27 """,LED 27-inch monitor flicker-free technology and soft blue light mode.,0,363.99,364.0,False,BenQ
OTR0124,Deeper- Smart Fishfinder Sonar fish,Finder portable wireless fish for iPhone iPad and iPod Touch.,0,,259.99,False,Startech
WIT0023,Withings Activite POP Black Clock,Smartwatch that records sleep and movement for iPhone and iPod Touch,0,119.99,129.95,False,Withings
WIT0024,Withings Activite POP Blue Clock,Smartwatch that records sleep and movement for iPhone and iPod Touch.,0,94.99,129.95,False,Withings
WIT0025,Withings Activite Arena POP Clock,Smartwatch that records sleep and movement for iPhone and iPod Touch,0,,149.9,False,Withings
THU0019,"Thule Gauntlet MacBook Pro Sleeve 3.0 Retina 13 """,protective case with padded interior for MacBook Pro Retina 13 inches.,0,44.99,49.99,False,Thule
WDT0265,Western Digital 4TB Black 35 '' 6 SATA hard drive Mac and PC,4TB internal hard drive for Mac and PC (WD4003FZEX).,0,,229.0,False,Western Digital
STA0008,Startech DVI-D dual link M / M 18m,Cable DVI-D 18 double bond meters.,0,8.99,11.99,False,Startech
OWC0151,OWC Thunderbolt Cable 2 20m Black,Thunderbolt Cable 20 meters (10 Gbps / 20 Gbps),0,562.99,640.99,False,OWC
SAN0080,SanDisk Extreme Pro SDXC 64GB 280 / MB / s,SDXC Memory Card 64GB Class 3.,0,,167.0,False,SanDisk
OWC0135,OWC Aura Envoy Pro SSD Card Case,Box Portable External USB 3.0 SSD for MacBook Air iMac Retina MacBook Pro and Mac Pro.,1,118.99,143.99,False,OWC
LAC0160,10TB LaCie 5big Thunderbolt 2,10TB external hard drive and Thunderbolt 2 Connection for Mac and PC.,0,,1299.0,False,LaCie
OWC0148,OWC Mercury Helios PCIe Thunderbolt Box 2,Expansion Chassis with Thunderbolt 2 PCIe connection for Mac.,0,335.99,459.99,False,OWC
